Scientific Name,Common Name,Where Listed,Region  ,ESA Listing Status  ,Group
Chorizanthe pungens var. hartwegiana,Ben Lomond spineflower,Wherever found,8,Endangered,Flowering Plants
Pseudobahia bahiifolia,Hartweg's golden sunburst,Wherever found,8,Endangered,Flowering Plants
Gardenia brighamii,Hawaiian gardenia (=Na`u),Wherever found,1,Endangered,Flowering Plants
Pseudognaphalium sandwicensium var. molokaiense,`Ena`ena,Wherever found,1,Endangered,Flowering Plants
Lindera melissifolia,Pondberry,Wherever found,4,Endangered,Flowering Plants
Cyanea copelandii ssp. haleakalaensis,Haha,Wherever found,1,Endangered,Flowering Plants
Stenogyne angustifolia var. angustifolia,No common name,Wherever found,1,Endangered,Flowering Plants
Solidago spithamaea,Blue Ridge goldenrod,Wherever found,4,Threatened,Flowering Plants
Physaria globosa,Short's bladderpod,Wherever found,4,Endangered,Flowering Plants
Astragalus lentiginosus var. coachellae,Coachella Valley milk-vetch,Wherever found,8,Endangered,Flowering Plants
Hibiscadelphus giffardianus,Hau kuahiwi,Wherever found,1,Endangered,Flowering Plants
Xylosma crenatum,No common name,Wherever found,1,Endangered,Flowering Plants
Diplazium molokaiense,No common name,Wherever found,1,Endangered,Ferns and Allies
Ranunculus hawaiensis,Makou,Wherever found,1,Endangered,Flowering Plants
Cyrtandra gracilis,Haiwale,Wherever found,1,Endangered,Flowering Plants
Argyroxiphium sandwicense ssp. macrocephalum,`Ahinahina,Wherever found,1,Threatened,Flowering Plants
Kadua fluviatilis,Kamapua`a,Wherever found,1,Endangered,Flowering Plants
Cyrtandra limahuliensis,Ha`iwale,Wherever found,1,Threatened,Flowering Plants
Clarkia imbricata,Vine Hill clarkia,Wherever found,8,Endangered,Flowering Plants
Kanaloa kahoolawensis,Kohe malama malama o kanaloa,Wherever found,1,Endangered,Flowering Plants
Lupinus sulphureus ssp. kincaidii,Kincaid's Lupine,Wherever found,1,Threatened,Flowering Plants
Warea amplexifolia,Wide-leaf warea,Wherever found,4,Endangered,Flowering Plants
Arctostaphylos hookeri var. ravenii,Presidio Manzanita,Wherever found,8,Endangered,Flowering Plants
Phyllostegia glabra var. lanaiensis,No common name,Wherever found,1,Endangered,Flowering Plants
Nothocestrum latifolium,`Aiea,Wherever found,1,Endangered,Flowering Plants
Plantago hawaiensis,Kuahiwi laukahi,Wherever found,1,Endangered,Flowering Plants
Pittosporum napaliense,Ho`awa,Wherever found,1,Endangered,Flowering Plants
Styrax portoricensis,Palo de jazmin,Wherever found,4,Endangered,Flowering Plants
Euphorbia celastroides var. kaenana,`Akoko,Wherever found,1,Endangered,Flowering Plants
Sarracenia rubra ssp. jonesii,Mountain sweet pitcher-plant,Wherever found,4,Endangered,Flowering Plants
Chorizanthe robusta var. hartwegii,Scotts Valley spineflower,Wherever found,8,Endangered,Flowering Plants
Dendrobium guamense,No common name,Wherever found,1,Threatened,Flowering Plants
Astragalus applegatei,Applegate's milk-vetch,Wherever found,8,Endangered,Flowering Plants
Asplenium dielfalcatum,No common name,Wherever found,1,Endangered,Ferns and Allies
Mitracarpus maxwelliae,No common name,Wherever found,4,Endangered,Flowering Plants
Lobelia niihauensis,No common name,Wherever found,1,Endangered,Flowering Plants
Cirsium fontinale var. obispoense,Chorro Creek bog thistle,Wherever found,8,Endangered,Flowering Plants
Cyrtandra oenobarba,Ha`iwale,Wherever found,1,Endangered,Flowering Plants
Polygala lewtonii,Lewton's polygala,Wherever found,4,Endangered,Flowering Plants
Coryphantha ramillosa,Bunched cory cactus,Wherever found,2,Threatened,Flowering Plants
Myrsine juddii,Kolea,Wherever found,1,Endangered,Flowering Plants
Bidens wiebkei,Ko`oko`olau,Wherever found,1,Endangered,Flowering Plants
Cyanea grimesiana ssp. obatae,Haha,Wherever found,1,Endangered,Flowering Plants
Asclepias welshii,Welsh's milkweed,Wherever found,6,Threatened,Flowering Plants
Lyonia truncata var. proctorii,No common name,Wherever found,4,Endangered,Flowering Plants
Betula uber,Virginia round-leaf birch,Wherever found,5,Threatened,Flowering Plants
Melicope haupuensis,Alani,Wherever found,1,Endangered,Flowering Plants
Gonocalyx concolor,No common name,Wherever found,4,Endangered,Flowering Plants
Cyanea duvalliorum,haha,Wherever found,1,Endangered,Flowering Plants
Gardenia remyi,Nanu,Wherever found,1,Endangered,Flowering Plants
Chlorogalum purpureum,Purple amole,Wherever found,8,Threatened,Flowering Plants
Coryphantha robbinsorum,Cochise pincushion cactus,Wherever found,2,Threatened,Flowering Plants
Hackelia venusta,Showy stickseed,Wherever found,1,Endangered,Flowering Plants
Melicope degeneri,Alani,Wherever found,1,Endangered,Flowering Plants
Achyranthes mutica,No common name,Wherever found,1,Endangered,Flowering Plants
Schiedea verticillata,No common name,Wherever found,1,Endangered,Flowering Plants
Lepidium arbuscula,`Anaunau,Wherever found,1,Endangered,Flowering Plants
Lesquerella pallida,White bladderpod,Wherever found,2,Endangered,Flowering Plants
Lupinus aridorum,Scrub lupine,Wherever found,4,Endangered,Flowering Plants
Trifolium amoenum,Showy Indian clover,Wherever found,8,Endangered,Flowering Plants
Echinomastus erectocentrus var. acunensis,Acuna Cactus,Wherever found,2,Endangered,Flowering Plants
Dudleya traskiae,Santa Barbara Island liveforever,Wherever found,8,Endangered,Flowering Plants
Cyrtandra munroi,Ha`iwale,Wherever found,1,Endangered,Flowering Plants
Astelia waialealae,Pa`iniu,Wherever found,1,Endangered,Flowering Plants
Acmispon dendroideus var. traskiae,San Clemente Island lotus (=broom),Wherever found,8,Threatened,Flowering Plants
Platanthera leucophaea,Eastern prairie fringed orchid,Wherever found,3,Threatened,Flowering Plants
Sidalcea nelsoniana,Nelson's checker-mallow,Wherever found,1,Threatened,Flowering Plants
Cyanea obtusa,Haha,Wherever found,1,Endangered,Flowering Plants
Chorizanthe pungens var. pungens,Monterey spineflower,Wherever found,8,Threatened,Flowering Plants
Astragalus humillimus,Mancos milk-vetch,Wherever found,2,Endangered,Flowering Plants
"<a target=_blank"" ref=""noopener noreferrer"" href=""/ecp/species/3607"">Pediocactus (=Echinocactus=Utahia) sileri</a""",Siler pincushion cactus,Wherever found,2,Threatened,Flowering Plants
Cyanea pinnatifida,Haha,Wherever found,1,Endangered,Flowering Plants
Lepidium orbiculare,No common name,Wherever found,1,Endangered,Flowering Plants
Astragalus montii,Heliotrope milk-vetch,Wherever found,6,Threatened,Flowering Plants
Ipomopsis polyantha,Pagosa skyrocket,Wherever found,6,Endangered,Flowering Plants
Eryngium constancei,Loch Lomond coyote thistle,Wherever found,8,Endangered,Flowering Plants
Labordia lydgatei,Kamakahala,Wherever found,1,Endangered,Flowering Plants
Penstemon debilis,Parachute beardtongue,Wherever found,6,Threatened,Flowering Plants
Primula maguirei,Maguire primrose,Wherever found,6,Threatened,Flowering Plants
Cyanea copelandii ssp. copelandii,Haha,Wherever found,1,Endangered,Flowering Plants
Conradina brevifolia,Short-leaved rosemary,Wherever found,4,Endangered,Flowering Plants
Ilex cookii,Cook's holly,Wherever found,4,Endangered,Flowering Plants
Sagittaria secundifolia,Kral's water-plantain,Wherever found,4,Threatened,Flowering Plants
Polygonum hickmanii,Scotts Valley Polygonum,Wherever found,8,Endangered,Flowering Plants
Doryopteris takeuchii,No common name,Wherever found,1,Endangered,Ferns and Allies
Adiantum vivesii,No common name,Wherever found,4,Endangered,Ferns and Allies
Platanthera integrilabia,White fringeless orchid,,4,Threatened,Flowering Plants
Tectaria estremerana,No common name,Wherever found,4,Endangered,Ferns and Allies
Lipochaeta lobata var. leptophylla,Nehe,Wherever found,1,Endangered,Flowering Plants
Cyanea profuga,Haha,Wherever found,1,Endangered,Flowering Plants
Graptopetalum bartramii,Bartram stonecrop,Wherever found,2,Threatened,Flowering Plants
Schiedea lydgatei,No common name,Wherever found,1,Endangered,Flowering Plants
Verbesina dissita,Big-leaved crownbeard,Wherever found,8,Threatened,Flowering Plants
Kadua parvula,No common name,Wherever found,1,Endangered,Flowering Plants
Cyanea tritomantha,`aku,Wherever found,1,Endangered,Flowering Plants
Dryopteris crinalis var. podosorus,Palapalai aumakua,Wherever found,1,Endangered,Ferns and Allies
Phyllostegia warshaueri,No common name,Wherever found,1,Endangered,Flowering Plants
Arabis perstellata,Braun's rock-cress,Wherever found,4,Endangered,Flowering Plants
Liatris ohlingerae,Scrub blazingstar,Wherever found,4,Endangered,Flowering Plants
Orcuttia pilosa,Hairy Orcutt grass,Wherever found,8,Endangered,Flowering Plants
Erysimum capitatum var. angustatum,Contra Costa wallflower,Wherever found,8,Endangered,Flowering Plants
Eriogonum codium,Umtanum desert buckwheat,Wherever found,1,Threatened,Flowering Plants
Schenkia sebaeoides,Awiwi,Wherever found,1,Endangered,Flowering Plants
Schiedea trinervis,No common name,Wherever found,1,Endangered,Flowering Plants
Cyrtandra filipes,Ha`iwale,Wherever found,1,Endangered,Flowering Plants
Lesquerella lyrata,Lyrate bladderpod,Wherever found,4,Threatened,Flowering Plants
Tuctoria mucronata,Solano grass,Wherever found,8,Endangered,Flowering Plants
Platanthera holochila,No common name,Wherever found,1,Endangered,Flowering Plants
Schiedea kaalae,No common name,Wherever found,1,Endangered,Flowering Plants
Cyanea asplenifolia,Haha,Wherever found,1,Endangered,Flowering Plants
Eriogonum ovalifolium var. williamsiae,Steamboat buckwheat,Wherever found,8,Endangered,Flowering Plants
Astragalus ampullarioides,Shivwits milk-vetch,Wherever found,6,Endangered,Flowering Plants
Crescentia portoricensis,Higuero de sierra,Wherever found,4,Endangered,Flowering Plants
Asplenium unisorum,No common name,Wherever found,1,Endangered,Ferns and Allies
Phyllanthus saffordii,No common name,Wherever found,1,Endangered,Flowering Plants
Echinocereus reichenbachii var. albertii,Black lace cactus,Wherever found,2,Endangered,Flowering Plants
Cyanea kunthiana,Haha,Wherever found,1,Endangered,Flowering Plants
Clarkia franciscana,Presidio clarkia,Wherever found,8,Endangered,Flowering Plants
Phyllostegia floribunda,No common name,Wherever found,1,Endangered,Flowering Plants
Phyllostegia mollis,No common name,Wherever found,1,Endangered,Flowering Plants
Boltonia decurrens,Decurrent false aster,Wherever found,3,Threatened,Flowering Plants
Labordia cyrtandrae,Kamakahala,Wherever found,1,Endangered,Flowering Plants
Geranium arboreum,Nohoanu,Wherever found,1,Endangered,Flowering Plants
Aconitum noveboracense,Northern wild monkshood,Wherever found,3,Threatened,Flowering Plants
Streptanthus albidus ssp. albidus,Metcalf Canyon jewelflower,Wherever found,8,Endangered,Flowering Plants
Canavalia pubescens,`Awikiwiki,Wherever found,1,Endangered,Flowering Plants
Isodendrion longifolium,Aupaka,Wherever found,1,Threatened,Flowering Plants
Clitoria fragrans,Pigeon wings,Wherever found,4,Threatened,Flowering Plants
Lomatium cookii,Cook's lomatium,Wherever found,1,Endangered,Flowering Plants
Pteralyxia kauaiensis,Kaulu,Wherever found,1,Endangered,Flowering Plants
Wilkesia hobdyi,Dwarf iliau,Wherever found,1,Endangered,Flowering Plants
Townsendia aprica,Last Chance townsendia,Wherever found,6,Threatened,Flowering Plants
Sibara filifolia,Santa Cruz Island rockcress,Wherever found,8,Endangered,Flowering Plants
Pritchardia napaliensis,loulu,Wherever found,1,Endangered,Flowering Plants
Hibiscadelphus woodii,Hau kuahiwi,Wherever found,1,Endangered,Flowering Plants
Kadua st.-johnii,No common name,Wherever found,1,Endangered,Flowering Plants
Schiedea membranacea,No common name,Wherever found,1,Endangered,Flowering Plants
Schiedea laui,No common name,Wherever found,1,Endangered,Flowering Plants
Conradina verticillata,Cumberland rosemary,Wherever found,4,Threatened,Flowering Plants
Streptanthus niger,Tiburon jewelflower,Wherever found,8,Endangered,Flowering Plants
Osmoxylon mariannense,No common name,Wherever found,1,Endangered,Flowering Plants
Cladonia perforata,Florida perforate cladonia,Wherever found,4,Endangered,Lichens
Dicerandra christmanii,Garrett's mint,Wherever found,4,Endangered,Flowering Plants
Lobelia oahuensis,No common name,Wherever found,1,Endangered,Flowering Plants
Chamaesyce hooveri,Hoover's spurge,Wherever found,8,Threatened,Flowering Plants
Digitaria pauciflora,Florida pineland crabgrass,Wherever found,4,Threatened,Flowering Plants
Stenogyne kaalae ssp. sherffii,No common name,Wherever found,1,Endangered,Flowering Plants
Conradina etonia,Etonia rosemary,Wherever found,4,Endangered,Flowering Plants
Styrax texanus,Texas snowbells,Wherever found,2,Endangered,Flowering Plants
Lysimachia asperulaefolia,Rough-leaved loosestrife,Wherever found,4,Endangered,Flowering Plants
Tetramolopium remyi,No common name,Wherever found,1,Endangered,Flowering Plants
Cordylanthus mollis ssp. mollis,Soft bird's-beak,Wherever found,8,Endangered,Flowering Plants
Cyrtandra dentata,Ha`iwale,Wherever found,1,Endangered,Flowering Plants
Bonamia menziesii,No common name,Wherever found,1,Endangered,Flowering Plants
Carex lutea,Golden sedge,Wherever found,4,Endangered,Flowering Plants
Coryphantha sneedii var. leei,Lee pincushion cactus,Wherever found,2,Threatened,Flowering Plants
Baptisia arachnifera,Hairy rattleweed,Wherever found,4,Endangered,Flowering Plants
Phyllostegia waimeae,No common name,Wherever found,1,Endangered,Flowering Plants
Phyllostegia stachyoides,No common name,Wherever found,1,Endangered,Flowering Plants
Goetzea elegans,Beautiful goetzea,Wherever found,4,Endangered,Flowering Plants
Ranunculus aestivalis (=acriformis),Autumn Buttercup,Wherever found,6,Endangered,Flowering Plants
Asplenium dielpallidum,No common name,Wherever found,1,Endangered,Ferns and Allies
Eriodictyon altissimum,Indian Knob mountainbalm,Wherever found,8,Endangered,Flowering Plants
Plagiobothrys hirtus,rough popcornflower,Wherever found,1,Endangered,Flowering Plants
Schiedea haleakalensis,No common name,Wherever found,1,Endangered,Flowering Plants
Hypericum cumulicola,Highlands scrub hypericum,Wherever found,4,Endangered,Flowering Plants
Polygala smallii,Tiny polygala,Wherever found,4,Endangered,Flowering Plants
Cyanea lanceolata,Haha,Wherever found,1,Endangered,Flowering Plants
Eriophyllum latilobum,San Mateo woolly sunflower,Wherever found,8,Endangered,Flowering Plants
Santalum involutum,No common name,Wherever found,1,Endangered,Flowering Plants
Asplenium dielerectum,Asplenium-leaved diellia,Wherever found,1,Endangered,Ferns and Allies
Cycas micronesica,Fadang,Wherever found,1,Threatened,Conifers and Cycads
Layia carnosa,Beach layia,Wherever found,8,Endangered,Flowering Plants
Zanthoxylum dipetalum var. tomentosum,A`e,Wherever found,1,Endangered,Flowering Plants
Hexastylis naniflora,Dwarf-flowered heartleaf,Wherever found,4,Threatened,Flowering Plants
Myrsine vaccinioides,Kolea,Wherever found,1,Endangered,Flowering Plants
Bidens micrantha ssp. kalealaha,Ko`oko`olau,Wherever found,1,Endangered,Flowering Plants
Spiranthes delitescens,Canelo Hills ladies-tresses,Wherever found,2,Endangered,Flowering Plants
Asclepias meadii,Mead's milkweed,Wherever found,3,Threatened,Flowering Plants
Clermontia oblongifolia ssp. brevipes,`Oha wai,Wherever found,1,Endangered,Flowering Plants
Kadua degeneri,No common name,Wherever found,1,Endangered,Flowering Plants
Argyroxiphium sandwicense ssp. sandwicense,`Ahinahina,Wherever found,1,Endangered,Flowering Plants
Schiedea lychnoides,Kuawawaenohu,Wherever found,1,Endangered,Flowering Plants
Astragalus robbinsii var. jesupi,Jesup's milk-vetch,Wherever found,5,Endangered,Flowering Plants
Hibiscus clayi,Clay's hibiscus,Wherever found,1,Endangered,Flowering Plants
Geranium kauaiense,Nohoanu,Wherever found,1,Endangered,Flowering Plants
Pritchardia maideniana,loulu,Wherever found,1,Endangered,Flowering Plants
Cyanea kolekoleensis,Haha,Wherever found,1,Endangered,Flowering Plants
Solidago houghtonii,Houghton's goldenrod,Wherever found,3,Threatened,Flowering Plants
Swallenia alexandrae,Eureka Dune grass,,8,Threatened,Flowering Plants
Phyllostegia mannii,No common name,Wherever found,1,Endangered,Flowering Plants
Cyanea mannii,Haha,Wherever found,1,Endangered,Flowering Plants
Cyanea marksii,Haha,Wherever found,1,Endangered,Flowering Plants
Sagittaria fasciculata,Bunched arrowhead,Wherever found,4,Endangered,Flowering Plants
Phyllostegia brevidens,No common name,Wherever found,1,Endangered,Flowering Plants
Chamaecrista glandulosa var. mirabilis,No common name,Wherever found,4,Endangered,Flowering Plants
Spiranthes parksii,Navasota ladies-tresses,Wherever found,2,Endangered,Flowering Plants
Sarracenia rubra ssp. alabamensis,Alabama canebrake pitcher-plant,Wherever found,4,Endangered,Flowering Plants
Polystichum calderonense,No common name,Wherever found,4,Endangered,Ferns and Allies
Harrisia portoricensis,Higo Chumbo,Wherever found,4,Threatened,Flowering Plants
Ternstroemia luquillensis,Palo colorado,Wherever found,4,Endangered,Flowering Plants
Lysimachia maxima,No common name,Wherever found,1,Endangered,Flowering Plants
Nototrichium humile,Kulu`i,Wherever found,1,Endangered,Flowering Plants
Dudleya cymosa ssp. ovatifolia,Santa Monica Mountains dudleyea,Wherever found,8,Threatened,Flowering Plants
Haplostachys haplostachya,Honohono,Wherever found,1,Endangered,Flowering Plants
Hibiscadelphus distans,Kauai hau kuahiwi,Wherever found,1,Endangered,Flowering Plants
Poa mannii,Mann's bluegrass,Wherever found,1,Endangered,Flowering Plants
Lysimachia daphnoides,lehua makanoe,Wherever found,1,Endangered,Flowering Plants
Scirpus ancistrochaetus,Northeastern bulrush,,5,Endangered,Flowering Plants
Castilleja mollis,Soft-leaved paintbrush,Wherever found,8,Endangered,Flowering Plants
Cyanea remyi,Haha,Wherever found,1,Endangered,Flowering Plants
Viola lanaiensis,No common name,Wherever found,1,Endangered,Flowering Plants
Cyrtandra kaulantha,Ha`iwale,Wherever found,1,Endangered,Flowering Plants
Helonias bullata,Swamp pink,Wherever found,5,Threatened,Flowering Plants
Cyanea hamatiflora ssp. carlsonii,Haha,Wherever found,1,Endangered,Flowering Plants
Platydesma cornuta var. cornuta,No common name,Wherever found,1,Endangered,Flowering Plants
Pittosporum halophilum,Hoawa,Wherever found,1,Endangered,Flowering Plants
Brodiaea filifolia,Thread-leaved brodiaea,Wherever found,8,Threatened,Flowering Plants
Ottoschulzia rhodoxylon,Palo de rosa,Wherever found,4,Endangered,Flowering Plants
Nesogenes rotensis,No common name,Wherever found,1,Endangered,Flowering Plants
Galactia smallii,Small's milkpea,Wherever found,4,Endangered,Flowering Plants
Plantago princeps,Kuahiwi laukahi,Wherever found,1,Endangered,Flowering Plants
Lepidium papilliferum,Slickspot peppergrass,,1,Threatened,Flowering Plants
Cyanea platyphylla,`aku`aku,Wherever found,1,Endangered,Flowering Plants
Chionanthus pygmaeus,Pygmy fringe-tree,Wherever found,4,Endangered,Flowering Plants
Melicope quadrangularis,Alani,Wherever found,1,Endangered,Flowering Plants
Gouania vitifolia,No common name,Wherever found,1,Endangered,Flowering Plants
Huperzia nutans,Wawae`iole,Wherever found,1,Endangered,Ferns and Allies
Pedicularis furbishiae,Furbish lousewort,Wherever found,5,Endangered,Flowering Plants
Phyllostegia knudsenii,No common name,Wherever found,1,Endangered,Flowering Plants
Huperzia mannii,Wawae`iole,Wherever found,1,Endangered,Ferns and Allies
Melicope mucronulata,Alani,Wherever found,1,Endangered,Flowering Plants
Melicope adscendens,Alani,Wherever found,1,Endangered,Flowering Plants
Arctostaphylos myrtifolia,Ione manzanita,Wherever found,8,Threatened,Flowering Plants
Camissonia benitensis,San Benito evening-primrose,Wherever found,8,Threatened,Flowering Plants
Cyanea magnicalyx,haha,Wherever found,1,Endangered,Flowering Plants
Sclerocactus glaucus,Colorado hookless Cactus,Wherever found,6,Threatened,Flowering Plants
Schoenocrambe argillacea,Clay reed-mustard,Wherever found,6,Threatened,Flowering Plants
Phyllostegia renovans,No common name,Wherever found,1,Endangered,Flowering Plants
Panicum niihauense,Lau `ehu,Wherever found,1,Endangered,Flowering Plants
Cordia bellonis,No common name,Wherever found,4,Endangered,Flowering Plants
Schiedea stellarioides,Laulihilihi,Wherever found,1,Endangered,Flowering Plants
Castilleja campestris ssp. succulenta,Fleshy owl's-clover,Wherever found,8,Threatened,Flowering Plants
Heritiera longipetiolata,Ufa-halomtano,Wherever found,1,Endangered,Flowering Plants
Geum radiatum,Spreading avens,Wherever found,4,Endangered,Flowering Plants
Wikstroemia villosa,No common name,Wherever found,1,Endangered,Flowering Plants
Lespedeza leptostachya,Prairie bush-clover,Wherever found,3,Threatened,Flowering Plants
Cyrtandra tintinnabula,Ha`iwale,Wherever found,1,Endangered,Flowering Plants
Dubautia pauciflorula,Na`ena`e,Wherever found,1,Endangered,Flowering Plants
Colubrina oppositifolia,Kauila,Wherever found,1,Endangered,Flowering Plants
Melicope saint-johnii,Alani,Wherever found,1,Endangered,Flowering Plants
Cucurbita okeechobeensis ssp. okeechobeensis,Okeechobee gourd,Wherever found,4,Endangered,Flowering Plants
Arabis serotina,Shale barren rock cress,Wherever found,5,Endangered,Flowering Plants
Amphianthus pusillus,Little amphianthus,Wherever found,4,Threatened,Flowering Plants
Polyscias racemosa,No common name,Wherever found,1,Endangered,Flowering Plants
Bonamia grandiflora,Florida bonamia,Wherever found,4,Threatened,Flowering Plants
Lithophragma maximum,San Clemente Island woodland-star,Wherever found,8,Endangered,Flowering Plants
Erysimum menziesii,Menzies' wallflower,Wherever found,8,Endangered,Flowering Plants
Dalea carthagenensis floridana,Florida prairie-clover,Wherever found,4,Endangered,Flowering Plants
Packera franciscana,San Francisco Peaks ragwort,Wherever found,2,Threatened,Flowering Plants
Trillium persistens,Persistent trillium,Wherever found,4,Endangered,Flowering Plants
Pritchardia aylmer-robinsonii,loulu,Wherever found,1,Endangered,Flowering Plants
Festuca molokaiensis,No common name,Wherever found,1,Endangered,Flowering Plants
Psychotria grandiflora,Kopiko,Wherever found,1,Endangered,Flowering Plants
Drosophila differens,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects
Ammodramus savannarum floridanus,Florida grasshopper sparrow,Wherever found,4,Endangered,Birds
Nerodia clarkii taeniata,Atlantic salt marsh snake,Wherever found,4,Threatened,Reptiles
Corvus leucognaphalus,White-necked crow,Wherever found,4,Endangered,Birds
Fusconaia cuneolus,Finerayed pigtoe,Wherever found; Except where listed as Experimental Populations,4,Endangered,Clams
Xyrauchen texanus,Razorback sucker,Wherever found,6,Endangered,Fishes
Sorex ornatus relictus,Buena Vista Lake ornate Shrew,Wherever found,8,Endangered,Mammals
Medionidus acutissimus,Alabama moccasinshell,Wherever found,4,Threatened,Clams
Salmo salar,Atlantic salmon,Gulf of Maine DPS,5,Endangered,Fishes
Falco femoralis septentrionalis,Northern Aplomado Falcon,"Wherever found, except where listed as an experimental population",2,Endangered,Birds
Pleurocera foremani,Rough hornsnail,Wherever found,4,Endangered,Snails
Akialoa stejnegeri,Kauai akialoa (honeycreeper),Wherever found,1,Endangered,Birds
Eucyclogobius newberryi,Tidewater goby,Wherever found,8,Endangered,Fishes
Pyrgulopsis roswellensis,Roswell springsnail,Wherever found,2,Endangered,Snails
Epioblasma metastriata,Upland combshell,Wherever found,4,Endangered,Clams
Chasmistes brevirostris,Shortnose Sucker,Wherever found,8,Endangered,Fishes
Gila nigrescens,Chihuahua chub,Wherever found,2,Threatened,Fishes
Gila cypha,Humpback chub,Wherever found,6,Endangered,Fishes
Cryptobranchus alleganiensis bishopi,Ozark Hellbender,Wherever found,3,Endangered,Amphibians
Noturus placidus,Neosho madtom,Wherever found,6,Threatened,Fishes
Cyprinodon diabolis,Devils Hole pupfish,Wherever found,8,Endangered,Fishes
Partulina semicarinata,Lanai tree snail,Wherever found,1,Endangered,Snails
Speyeria zerene hippolyta,Oregon silverspot butterfly,Wherever found,1,Threatened,Insects
Crotalus willardi obscurus,New Mexican ridge-nosed rattlesnake,Wherever found,2,Threatened,Reptiles
Eleutherodactylus cooki,Guajon,Wherever found,4,Threatened,Amphibians
Euphilotes battoides allyni,El Segundo blue butterfly,Wherever found,8,Endangered,Insects
Catostomus discobolus yarrowi,Zuni bluehead Sucker,Wherever found,2,Endangered,Fishes
Dromus dromas,Dromedary pearlymussel,"AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",4,"Experimental Population, Non-Essential",Clams
Succinea chittenangoensis,Chittenango ovate amber snail,Wherever found,5,Threatened,Snails
Notropis albizonatus,Palezone shiner,Wherever found,4,Endangered,Fishes
Lampsilis powellii,Arkansas fatmucket,Wherever found,4,Threatened,Clams
Cicindelidia floridana,Miami tiger beetle,Wherever found,4,Endangered,Insects
Cyprinodon nevadensis mionectes,Ash Meadows Amargosa pupfish,Wherever found,8,Endangered,Fishes
Villosa trabalis,Cumberland bean (pearlymussel),Wherever found; Except where listed as Experimental Populations,4,Endangered,Clams
Speyeria zerene hippolyta,Oregon silverspot butterfly,,1,"Experimental Population, Non-Essential",Insects
Rhinichthys osculus lethoporus,Independence Valley speckled dace,Wherever found,8,Endangered,Fishes
Aplodontia rufa nigra,Point Arena mountain beaver,Wherever found,8,Endangered,Mammals
Telespyza cantans,Laysan finch (honeycreeper),Wherever found,1,Endangered,Birds
Lampsilis streckeri,Speckled pocketbook,Wherever found,4,Endangered,Clams
Palaemonetes cummingi,Squirrel Chimney Cave shrimp,Wherever found,4,Threatened,Crustaceans
Leptoxis plicata,Plicate rocksnail,Wherever found,4,Endangered,Snails
Lampsilis altilis,Finelined pocketbook,Wherever found,4,Threatened,Clams
Obovaria retusa,Ring pink (mussel),U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1)),4,"Experimental Population, Non-Essential",Clams
Pterodroma sandwichensis,Hawaiian petrel,Wherever found,1,Endangered,Birds
Ischnura luta,Rota blue damselfly,Wherever found,1,Endangered,Insects
Erimonax monachus,Spotfin Chub,"Wherever found, except where listed as an experimental population",4,Threatened,Fishes
Anaxyrus canorus,Yosemite toad,Wherever found,8,Threatened,Amphibians
Noturus flavipinnis,Yellowfin madtom,"Wherever found, except where listed as an experimental population",4,Threatened,Fishes
Pacifastacus fortis,Shasta crayfish,Wherever found,8,Endangered,Crustaceans
Lepidochelys olivacea,Olive ridley sea turtle,"Wherever found, except when listed as endangered under 50 CFR 224.101",4,Threatened,Reptiles
Epioblasma obliquata perobliqua,White catspaw (pearlymussel),Wherever found,3,Endangered,Clams
Emballonura semicaudata rotensis,Pacific sheath-tailed Bat,Wherever found,1,Endangered,Mammals
Epioblasma torulosa gubernaculum,Green blossom (pearlymussel),Wherever found,4,Endangered,Clams
Tiaroga cobitis,Loach minnow,Wherever found,2,Endangered,Fishes
Myadestes myadestinus,Large Kauai (=kamao) Thrush,Wherever found,1,Endangered,Birds
Drosophila hemipeza,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects
Caprimulgus noctitherus,Puerto Rican nightjar,Wherever found,4,Endangered,Birds
Cyprogenia stegaria,Fanshell,Wherever found,4,Endangered,Clams
Charadrius nivosus nivosus,Western snowy plover,"Pacific Coast population DPS-U.S.A. (CA, OR, WA), Mexico (within 50 miles of Pacific coast)",8,Threatened,Birds
Salvelinus confluentus,Bull Trout,"U.S.A., conterminous, lower 48 states",1,Threatened,Fishes
Gopherus agassizii,Desert tortoise,"Wherever found, except AZ south and east of Colorado R., and Mexico",8,Threatened,Reptiles
Anaea troglodyta floridalis,Florida leafwing Butterfly,Wherever found,4,Endangered,Insects
Rana muscosa,Mountain yellow-legged frog,Northern California DPS,8,Endangered,Amphibians
Texella reddelli,Bee Creek Cave harvestman,Wherever found,2,Endangered,Arachnids
Hemignathus wilsoni,akiapolaau,Wherever found,1,Endangered,Birds
Noturus stanauli,Pygmy madtom,Wherever found,4,Endangered,Fishes
Antilocapra americana sonoriensis,Sonoran pronghorn,"Wherever found, except where listed as an experimental population",2,Endangered,Mammals
Chelonia mydas,Green sea turtle,North Atlantic DPS,4,Threatened,Reptiles
Pseudotryonia adamantina,Diamond Tryonia,Wherever found,2,Endangered,Snails
Scaphirhynchus albus,Pallid sturgeon,Wherever found,6,Endangered,Fishes
