scientific_name,common_name,where_listed,region,region_name,esa_listing_status,category
Geocarpon minimum,No common name,Wherever found,4,Southeast,Threatened,Flowering Plants
Cereus eriophorus var. fragrans,Fragrant prickly-apple,Wherever found,4,Southeast,Endangered,Flowering Plants
Silene polypetala,Fringed campion,Wherever found,4,Southeast,Endangered,Flowering Plants
Pteris lidgatei,No common name,Wherever found,1,Pacific,Endangered,Ferns and Allies
Astragalus albens,Cushenbury milk-vetch,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Labordia lorenciana,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea mceldowneyi,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Eugenia woodburyana,No common name,Wherever found,4,Southeast,Endangered,Flowering Plants
Cyanea rivularis,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Huperzia stemmermanniae,No common name,Wherever found,1,Pacific,Endangered,Ferns and Allies
Eriogonum longifolium var. gnaphalifolium,Scrub buckwheat,Wherever found,4,Southeast,Threatened,Flowering Plants
Tinospora homosepala,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Asimina tetramera,Four-petal pawpaw,Wherever found,4,Southeast,Endangered,Flowering Plants
Phacelia insularis ssp. insularis,Island phacelia,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Cryptantha crassipes,Terlingua Creek cat's-eye,Wherever found,2,Southwest,Endangered,Flowering Plants
Harrisia (=Cereus) aboriginum (=gracilis),Aboriginal Prickly-apple,Wherever found,4,Southeast,Endangered,Flowering Plants
Lobelia koolauensis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Hesperomannia lydgatei,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cupressus goveniana ssp. goveniana,Gowen cypress,Wherever found,8,Pacific Southwest,Threatened,Conifers and Cycads
Isodendrion hosakae,Aupaka,Wherever found,1,Pacific,Endangered,Flowering Plants
Gardenia mannii,Nanu,Wherever found,1,Pacific,Endangered,Flowering Plants
Berberis pinnata ssp. insularis,Island Barberry,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Schiedea kauaiensis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Panicum fauriei var. carteri,Carter's panicgrass,Wherever found,1,Pacific,Endangered,Flowering Plants
Tuctoria greenei,Greene's tuctoria,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Dudleya setchellii,Santa Clara Valley dudleya,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Cyanea kauaulaensis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea recta,Haha,Wherever found,1,Pacific,Threatened,Flowering Plants
Dicerandra frutescens,Scrub mint,Wherever found,4,Southeast,Endangered,Flowering Plants
Bidens micrantha ssp. ctenophylla,Ko`oko`olau,Wherever found,1,Pacific,Endangered,Flowering Plants
Phyllostegia velutina,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea kuhihewa,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Marsilea villosa,Ihi`ihi,Wherever found,1,Pacific,Endangered,Ferns and Allies
Coryphantha sneedii var. sneedii,Sneed pincushion cactus,Wherever found,2,Southwest,Endangered,Flowering Plants
Gilia tenuiflora ssp. arenaria,Monterey gilia,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Iris lacustris,Dwarf lake iris,Wherever found,3,Midwest,Threatened,Flowering Plants
Schiedea salicaria,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Kokia kauaiensis,Koki`o,Wherever found,1,Pacific,Endangered,Flowering Plants
Eriogonum ovalifolium var. vineum,Cushenbury buckwheat,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Torreya taxifolia,Florida torreya,Wherever found,4,Southeast,Endangered,Conifers and Cycads
Eremalche kernensis,Kern mallow,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Ctenitis squamigera,Pauoa,Wherever found,1,Pacific,Endangered,Ferns and Allies
Canavalia molokaiensis,`Awikiwiki,Wherever found,1,Pacific,Endangered,Flowering Plants
Kadua haupuensis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea hamatiflora ssp. hamatiflora,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Lipochaeta fauriei,Nehe,Wherever found,1,Pacific,Endangered,Flowering Plants
Dodecahema leptoceras,Slender-horned spineflower,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Hymenoxys texana,Texas prairie dawn-flower,Wherever found,2,Southwest,Endangered,Flowering Plants
Astragalus tricarinatus,Triple-ribbed milk-vetch,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Hedyotis megalantha,Paudedo,Wherever found,1,Pacific,Endangered,Flowering Plants
Pediocactus winkleri,Winkler cactus,Wherever found,6,Mountain-Prairie,Threatened,Flowering Plants
Cyrtandra giffardii,Ha`iwale,Wherever found,1,Pacific,Endangered,Flowering Plants
Warea carteri,Carter's mustard,Wherever found,4,Southeast,Endangered,Flowering Plants
Penstemon haydenii,Blowout penstemon,Wherever found,6,Mountain-Prairie,Endangered,Flowering Plants
Melicope paniculata,Alani,Wherever found,1,Pacific,Endangered,Flowering Plants
Apios priceana,Prices potato-bean,,4,Southeast,Threatened,Flowering Plants
Solidago shortii,Short's goldenrod,Wherever found,4,Southeast,Endangered,Flowering Plants
Brodiaea pallida,Chinese Camp brodiaea,Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Paronychia chartacea,Papery whitlow-wort,Wherever found,4,Southeast,Threatened,Flowering Plants
Arctostaphylos glandulosa ssp. crassifolia,Del Mar manzanita,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Allium munzii,Munz's onion,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Silene spaldingii,Spalding's Catchfly,Wherever found,1,Pacific,Threatened,Flowering Plants
Dicerandra cornutissima,Longspurred mint,Wherever found,4,Southeast,Endangered,Flowering Plants
Dudleya stolonifera,Laguna Beach liveforever,Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Cyanea eleeleensis,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyrtandra oxybapha,Ha`iwale,Wherever found,1,Pacific,Endangered,Flowering Plants
Thelypteris inabonensis,No common name,Wherever found,4,Southeast,Endangered,Ferns and Allies
Pediocactus peeblesianus fickeiseniae,Fickeisen plains cactus,Wherever found,2,Southwest,Endangered,Flowering Plants
Limnanthes pumila ssp. grandiflora,Large-flowered woolly meadowfoam,Wherever found,1,Pacific,Endangered,Flowering Plants
Cirsium fontinale var. fontinale,Fountain thistle,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Thysanocarpus conchuliferus,Santa Cruz Island fringepod,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Clermontia samuelii,`Oha wai,Wherever found,1,Pacific,Endangered,Flowering Plants
Orcuttia viscida,Sacramento Orcutt grass,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Tetramolopium lepidotum ssp. lepidotum,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Centaurium namophilum,Spring-loving centaury,Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Malacothrix squalida,Island malacothrix,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Dubautia plantaginea ssp. humilis,Na`ena`e,Wherever found,1,Pacific,Endangered,Flowering Plants
Navarretia leucocephala ssp. pauciflora (=N. pauciflora),Few-flowered navarretia,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Cyrtandra nanawaleensis,haiwale,Wherever found,1,Pacific,Endangered,Flowering Plants
Polygonella basiramia,Wireweed,Wherever found,4,Southeast,Endangered,Flowering Plants
Astragalus pycnostachyus var. lanosissimus,Ventura Marsh Milk-vetch,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Labordia triflora,Kamakahala,Wherever found,1,Pacific,Endangered,Flowering Plants
Solanum guamense,Berenghenas halomtano,Wherever found,1,Pacific,Endangered,Flowering Plants
Phyllostegia pilosa,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Trematolobelia singularis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Ilex sintenisii,No common name,Wherever found,4,Southeast,Endangered,Flowering Plants
Chorizanthe pungens var. hartwegiana,Ben Lomond spineflower,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Pseudobahia bahiifolia,Hartweg's golden sunburst,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Gardenia brighamii,Hawaiian gardenia (=Na`u),Wherever found,1,Pacific,Endangered,Flowering Plants
Pseudognaphalium sandwicensium var. molokaiense,`Ena`ena,Wherever found,1,Pacific,Endangered,Flowering Plants
Lindera melissifolia,Pondberry,Wherever found,4,Southeast,Endangered,Flowering Plants
Cyanea copelandii ssp. haleakalaensis,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Stenogyne angustifolia var. angustifolia,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Solidago spithamaea,Blue Ridge goldenrod,Wherever found,4,Southeast,Threatened,Flowering Plants
Physaria globosa,Short's bladderpod,Wherever found,4,Southeast,Endangered,Flowering Plants
Astragalus lentiginosus var. coachellae,Coachella Valley milk-vetch,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Hibiscadelphus giffardianus,Hau kuahiwi,Wherever found,1,Pacific,Endangered,Flowering Plants
Xylosma crenatum,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Diplazium molokaiense,No common name,Wherever found,1,Pacific,Endangered,Ferns and Allies
Ranunculus hawaiensis,Makou,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyrtandra gracilis,Haiwale,Wherever found,1,Pacific,Endangered,Flowering Plants
Argyroxiphium sandwicense ssp. macrocephalum,`Ahinahina,Wherever found,1,Pacific,Threatened,Flowering Plants
Kadua fluviatilis,Kamapua`a,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyrtandra limahuliensis,Ha`iwale,Wherever found,1,Pacific,Threatened,Flowering Plants
Clarkia imbricata,Vine Hill clarkia,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Kanaloa kahoolawensis,Kohe malama malama o kanaloa,Wherever found,1,Pacific,Endangered,Flowering Plants
Lupinus sulphureus ssp. kincaidii,Kincaid's Lupine,Wherever found,1,Pacific,Threatened,Flowering Plants
Warea amplexifolia,Wide-leaf warea,Wherever found,4,Southeast,Endangered,Flowering Plants
Arctostaphylos hookeri var. ravenii,Presidio Manzanita,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Phyllostegia glabra var. lanaiensis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Nothocestrum latifolium,`Aiea,Wherever found,1,Pacific,Endangered,Flowering Plants
Plantago hawaiensis,Kuahiwi laukahi,Wherever found,1,Pacific,Endangered,Flowering Plants
Pittosporum napaliense,Ho`awa,Wherever found,1,Pacific,Endangered,Flowering Plants
Styrax portoricensis,Palo de jazmin,Wherever found,4,Southeast,Endangered,Flowering Plants
Euphorbia celastroides var. kaenana,`Akoko,Wherever found,1,Pacific,Endangered,Flowering Plants
Sarracenia rubra ssp. jonesii,Mountain sweet pitcher-plant,Wherever found,4,Southeast,Endangered,Flowering Plants
Chorizanthe robusta var. hartwegii,Scotts Valley spineflower,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Dendrobium guamense,No common name,Wherever found,1,Pacific,Threatened,Flowering Plants
Astragalus applegatei,Applegate's milk-vetch,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Asplenium dielfalcatum,No common name,Wherever found,1,Pacific,Endangered,Ferns and Allies
Mitracarpus maxwelliae,No common name,Wherever found,4,Southeast,Endangered,Flowering Plants
Lobelia niihauensis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cirsium fontinale var. obispoense,Chorro Creek bog thistle,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Cyrtandra oenobarba,Ha`iwale,Wherever found,1,Pacific,Endangered,Flowering Plants
Polygala lewtonii,Lewton's polygala,Wherever found,4,Southeast,Endangered,Flowering Plants
Coryphantha ramillosa,Bunched cory cactus,Wherever found,2,Southwest,Threatened,Flowering Plants
Myrsine juddii,Kolea,Wherever found,1,Pacific,Endangered,Flowering Plants
Bidens wiebkei,Ko`oko`olau,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea grimesiana ssp. obatae,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Asclepias welshii,Welsh's milkweed,Wherever found,6,Mountain-Prairie,Threatened,Flowering Plants
Lyonia truncata var. proctorii,No common name,Wherever found,4,Southeast,Endangered,Flowering Plants
Betula uber,Virginia round-leaf birch,Wherever found,5,Northeast,Threatened,Flowering Plants
Melicope haupuensis,Alani,Wherever found,1,Pacific,Endangered,Flowering Plants
Gonocalyx concolor,No common name,Wherever found,4,Southeast,Endangered,Flowering Plants
Cyanea duvalliorum,haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Gardenia remyi,Nanu,Wherever found,1,Pacific,Endangered,Flowering Plants
Chlorogalum purpureum,Purple amole,Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Coryphantha robbinsorum,Cochise pincushion cactus,Wherever found,2,Southwest,Threatened,Flowering Plants
Hackelia venusta,Showy stickseed,Wherever found,1,Pacific,Endangered,Flowering Plants
Melicope degeneri,Alani,Wherever found,1,Pacific,Endangered,Flowering Plants
Achyranthes mutica,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Schiedea verticillata,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Lepidium arbuscula,`Anaunau,Wherever found,1,Pacific,Endangered,Flowering Plants
Lesquerella pallida,White bladderpod,Wherever found,2,Southwest,Endangered,Flowering Plants
Lupinus aridorum,Scrub lupine,Wherever found,4,Southeast,Endangered,Flowering Plants
Trifolium amoenum,Showy Indian clover,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Echinomastus erectocentrus var. acunensis,Acuna Cactus,Wherever found,2,Southwest,Endangered,Flowering Plants
Dudleya traskiae,Santa Barbara Island liveforever,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Cyrtandra munroi,Ha`iwale,Wherever found,1,Pacific,Endangered,Flowering Plants
Astelia waialealae,Pa`iniu,Wherever found,1,Pacific,Endangered,Flowering Plants
Acmispon dendroideus var. traskiae,San Clemente Island lotus (=broom),Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Platanthera leucophaea,Eastern prairie fringed orchid,Wherever found,3,Midwest,Threatened,Flowering Plants
Sidalcea nelsoniana,Nelson's checker-mallow,Wherever found,1,Pacific,Threatened,Flowering Plants
Cyanea obtusa,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Chorizanthe pungens var. pungens,Monterey spineflower,Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Astragalus humillimus,Mancos milk-vetch,Wherever found,2,Southwest,Endangered,Flowering Plants
"<a target=_blank"" ref=""noopener noreferrer"" href=""/ecp/species/3607"">Pediocactus (=Echinocactus=Utahia) sileri</a""",Siler pincushion cactus,Wherever found,2,Southwest,Threatened,Flowering Plants
Cyanea pinnatifida,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Lepidium orbiculare,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Astragalus montii,Heliotrope milk-vetch,Wherever found,6,Mountain-Prairie,Threatened,Flowering Plants
Ipomopsis polyantha,Pagosa skyrocket,Wherever found,6,Mountain-Prairie,Endangered,Flowering Plants
Eryngium constancei,Loch Lomond coyote thistle,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Labordia lydgatei,Kamakahala,Wherever found,1,Pacific,Endangered,Flowering Plants
Penstemon debilis,Parachute beardtongue,Wherever found,6,Mountain-Prairie,Threatened,Flowering Plants
Primula maguirei,Maguire primrose,Wherever found,6,Mountain-Prairie,Threatened,Flowering Plants
Cyanea copelandii ssp. copelandii,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Conradina brevifolia,Short-leaved rosemary,Wherever found,4,Southeast,Endangered,Flowering Plants
Ilex cookii,Cook's holly,Wherever found,4,Southeast,Endangered,Flowering Plants
Sagittaria secundifolia,Kral's water-plantain,Wherever found,4,Southeast,Threatened,Flowering Plants
Polygonum hickmanii,Scotts Valley Polygonum,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Doryopteris takeuchii,No common name,Wherever found,1,Pacific,Endangered,Ferns and Allies
Adiantum vivesii,No common name,Wherever found,4,Southeast,Endangered,Ferns and Allies
Platanthera integrilabia,White fringeless orchid,,4,Southeast,Threatened,Flowering Plants
Tectaria estremerana,No common name,Wherever found,4,Southeast,Endangered,Ferns and Allies
Lipochaeta lobata var. leptophylla,Nehe,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea profuga,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Graptopetalum bartramii,Bartram stonecrop,Wherever found,2,Southwest,Threatened,Flowering Plants
Schiedea lydgatei,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Verbesina dissita,Big-leaved crownbeard,Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Kadua parvula,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea tritomantha,`aku,Wherever found,1,Pacific,Endangered,Flowering Plants
Dryopteris crinalis var. podosorus,Palapalai aumakua,Wherever found,1,Pacific,Endangered,Ferns and Allies
Phyllostegia warshaueri,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Arabis perstellata,Braun's rock-cress,Wherever found,4,Southeast,Endangered,Flowering Plants
Liatris ohlingerae,Scrub blazingstar,Wherever found,4,Southeast,Endangered,Flowering Plants
Orcuttia pilosa,Hairy Orcutt grass,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Erysimum capitatum var. angustatum,Contra Costa wallflower,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Eriogonum codium,Umtanum desert buckwheat,Wherever found,1,Pacific,Threatened,Flowering Plants
Schenkia sebaeoides,Awiwi,Wherever found,1,Pacific,Endangered,Flowering Plants
Schiedea trinervis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyrtandra filipes,Ha`iwale,Wherever found,1,Pacific,Endangered,Flowering Plants
Lesquerella lyrata,Lyrate bladderpod,Wherever found,4,Southeast,Threatened,Flowering Plants
Tuctoria mucronata,Solano grass,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Platanthera holochila,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Schiedea kaalae,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea asplenifolia,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Eriogonum ovalifolium var. williamsiae,Steamboat buckwheat,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Astragalus ampullarioides,Shivwits milk-vetch,Wherever found,6,Mountain-Prairie,Endangered,Flowering Plants
Crescentia portoricensis,Higuero de sierra,Wherever found,4,Southeast,Endangered,Flowering Plants
Asplenium unisorum,No common name,Wherever found,1,Pacific,Endangered,Ferns and Allies
Phyllanthus saffordii,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Echinocereus reichenbachii var. albertii,Black lace cactus,Wherever found,2,Southwest,Endangered,Flowering Plants
Cyanea kunthiana,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Clarkia franciscana,Presidio clarkia,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Phyllostegia floribunda,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Phyllostegia mollis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Boltonia decurrens,Decurrent false aster,Wherever found,3,Midwest,Threatened,Flowering Plants
Labordia cyrtandrae,Kamakahala,Wherever found,1,Pacific,Endangered,Flowering Plants
Geranium arboreum,Nohoanu,Wherever found,1,Pacific,Endangered,Flowering Plants
Aconitum noveboracense,Northern wild monkshood,Wherever found,3,Midwest,Threatened,Flowering Plants
Streptanthus albidus ssp. albidus,Metcalf Canyon jewelflower,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Canavalia pubescens,`Awikiwiki,Wherever found,1,Pacific,Endangered,Flowering Plants
Isodendrion longifolium,Aupaka,Wherever found,1,Pacific,Threatened,Flowering Plants
Clitoria fragrans,Pigeon wings,Wherever found,4,Southeast,Threatened,Flowering Plants
Lomatium cookii,Cook's lomatium,Wherever found,1,Pacific,Endangered,Flowering Plants
Pteralyxia kauaiensis,Kaulu,Wherever found,1,Pacific,Endangered,Flowering Plants
Wilkesia hobdyi,Dwarf iliau,Wherever found,1,Pacific,Endangered,Flowering Plants
Townsendia aprica,Last Chance townsendia,Wherever found,6,Mountain-Prairie,Threatened,Flowering Plants
Sibara filifolia,Santa Cruz Island rockcress,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Pritchardia napaliensis,loulu,Wherever found,1,Pacific,Endangered,Flowering Plants
Hibiscadelphus woodii,Hau kuahiwi,Wherever found,1,Pacific,Endangered,Flowering Plants
Kadua st.-johnii,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Schiedea membranacea,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Schiedea laui,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Conradina verticillata,Cumberland rosemary,Wherever found,4,Southeast,Threatened,Flowering Plants
Streptanthus niger,Tiburon jewelflower,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Osmoxylon mariannense,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cladonia perforata,Florida perforate cladonia,Wherever found,4,Southeast,Endangered,Lichens
Dicerandra christmanii,Garrett's mint,Wherever found,4,Southeast,Endangered,Flowering Plants
Lobelia oahuensis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Chamaesyce hooveri,Hoover's spurge,Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Digitaria pauciflora,Florida pineland crabgrass,Wherever found,4,Southeast,Threatened,Flowering Plants
Stenogyne kaalae ssp. sherffii,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Conradina etonia,Etonia rosemary,Wherever found,4,Southeast,Endangered,Flowering Plants
Styrax texanus,Texas snowbells,Wherever found,2,Southwest,Endangered,Flowering Plants
Lysimachia asperulaefolia,Rough-leaved loosestrife,Wherever found,4,Southeast,Endangered,Flowering Plants
Tetramolopium remyi,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cordylanthus mollis ssp. mollis,Soft bird's-beak,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Cyrtandra dentata,Ha`iwale,Wherever found,1,Pacific,Endangered,Flowering Plants
Bonamia menziesii,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Carex lutea,Golden sedge,Wherever found,4,Southeast,Endangered,Flowering Plants
Coryphantha sneedii var. leei,Lee pincushion cactus,Wherever found,2,Southwest,Threatened,Flowering Plants
Baptisia arachnifera,Hairy rattleweed,Wherever found,4,Southeast,Endangered,Flowering Plants
Phyllostegia waimeae,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Phyllostegia stachyoides,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Goetzea elegans,Beautiful goetzea,Wherever found,4,Southeast,Endangered,Flowering Plants
Ranunculus aestivalis (=acriformis),Autumn Buttercup,Wherever found,6,Mountain-Prairie,Endangered,Flowering Plants
Asplenium dielpallidum,No common name,Wherever found,1,Pacific,Endangered,Ferns and Allies
Eriodictyon altissimum,Indian Knob mountainbalm,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Plagiobothrys hirtus,rough popcornflower,Wherever found,1,Pacific,Endangered,Flowering Plants
Schiedea haleakalensis,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Hypericum cumulicola,Highlands scrub hypericum,Wherever found,4,Southeast,Endangered,Flowering Plants
Polygala smallii,Tiny polygala,Wherever found,4,Southeast,Endangered,Flowering Plants
Cyanea lanceolata,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Eriophyllum latilobum,San Mateo woolly sunflower,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Santalum involutum,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Asplenium dielerectum,Asplenium-leaved diellia,Wherever found,1,Pacific,Endangered,Ferns and Allies
Cycas micronesica,Fadang,Wherever found,1,Pacific,Threatened,Conifers and Cycads
Layia carnosa,Beach layia,Wherever found,8,Pacific Southwest,Endangered,Flowering Plants
Zanthoxylum dipetalum var. tomentosum,A`e,Wherever found,1,Pacific,Endangered,Flowering Plants
Hexastylis naniflora,Dwarf-flowered heartleaf,Wherever found,4,Southeast,Threatened,Flowering Plants
Myrsine vaccinioides,Kolea,Wherever found,1,Pacific,Endangered,Flowering Plants
Bidens micrantha ssp. kalealaha,Ko`oko`olau,Wherever found,1,Pacific,Endangered,Flowering Plants
Spiranthes delitescens,Canelo Hills ladies-tresses,Wherever found,2,Southwest,Endangered,Flowering Plants
Asclepias meadii,Mead's milkweed,Wherever found,3,Midwest,Threatened,Flowering Plants
Clermontia oblongifolia ssp. brevipes,`Oha wai,Wherever found,1,Pacific,Endangered,Flowering Plants
Kadua degeneri,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Argyroxiphium sandwicense ssp. sandwicense,`Ahinahina,Wherever found,1,Pacific,Endangered,Flowering Plants
Schiedea lychnoides,Kuawawaenohu,Wherever found,1,Pacific,Endangered,Flowering Plants
Astragalus robbinsii var. jesupi,Jesup's milk-vetch,Wherever found,5,Northeast,Endangered,Flowering Plants
Hibiscus clayi,Clay's hibiscus,Wherever found,1,Pacific,Endangered,Flowering Plants
Geranium kauaiense,Nohoanu,Wherever found,1,Pacific,Endangered,Flowering Plants
Pritchardia maideniana,loulu,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea kolekoleensis,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Solidago houghtonii,Houghton's goldenrod,Wherever found,3,Midwest,Threatened,Flowering Plants
Swallenia alexandrae,Eureka Dune grass,,8,Pacific Southwest,Threatened,Flowering Plants
Phyllostegia mannii,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea mannii,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Cyanea marksii,Haha,Wherever found,1,Pacific,Endangered,Flowering Plants
Sagittaria fasciculata,Bunched arrowhead,Wherever found,4,Southeast,Endangered,Flowering Plants
Phyllostegia brevidens,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Chamaecrista glandulosa var. mirabilis,No common name,Wherever found,4,Southeast,Endangered,Flowering Plants
Spiranthes parksii,Navasota ladies-tresses,Wherever found,2,Southwest,Endangered,Flowering Plants
Sarracenia rubra ssp. alabamensis,Alabama canebrake pitcher-plant,Wherever found,4,Southeast,Endangered,Flowering Plants
Polystichum calderonense,No common name,Wherever found,4,Southeast,Endangered,Ferns and Allies
Harrisia portoricensis,Higo Chumbo,Wherever found,4,Southeast,Threatened,Flowering Plants
Ternstroemia luquillensis,Palo colorado,Wherever found,4,Southeast,Endangered,Flowering Plants
Lysimachia maxima,No common name,Wherever found,1,Pacific,Endangered,Flowering Plants
Nototrichium humile,Kulu`i,Wherever found,1,Pacific,Endangered,Flowering Plants
Dudleya cymosa ssp. ovatifolia,Santa Monica Mountains dudleyea,Wherever found,8,Pacific Southwest,Threatened,Flowering Plants
Haplostachys haplostachya,Honohono,Wherever found,1,Pacific,Endangered,Flowering Plants
Hibiscadelphus distans,Kauai hau kuahiwi,Wherever found,1,Pacific,Endangered,Flowering Plants
Poa mannii,Mann's bluegrass,Wherever found,1,Pacific,Endangered,Flowering Plants
Lysimachia daphnoides,lehua makanoe,Wherever found,1,Pacific,Endangered,Flowering Plants
Scirpus ancistrochaetus,Northeastern bulrush,,5,Northeast,Endangered,Flowering Plants
